Date,Day of the week,Day,Month,Year,Thighs,Tenders,Wings,Egg rolls,Crispitos,BBB,Chimichanga,BCB,Onion Rings,Catfish Nuggets,Tamales,Chicken Gizzards,Jalapeno Poppers,Potato Wedges,Hot wings,Corn dogs,Sandwich,Quesadilla,Is Holiday,Chicken,FriedSnacks,FriedBurritos,Otherfood,Price_Chicken,Price_FriedSnacks,Price_FriedBurritos,Price_Other_Food
12/19/2018,Wednesday,19,12,2018,5,13,13,2,24,10,6,9,7,6,3,6,6,11,6,13,11,7,FALSE,31,28,51,48,5.99,1.99,2.48,2.99
12/20/2018,Thursday,20,12,2018,9,33,13,5,10,6,17,20,4,8,7,8,11,11,5,6,10,6,FALSE,55,38,58,38,5.99,1.99,2.48,2.99
12/21/2018,Friday,21,12,2018,11,38,11,4,11,6,11,14,4,7,6,8,9,14,11,8,5,2,FALSE,60,34,46,40,5.99,1.99,2.48,2.99
12/22/2018,Saturday,22,12,2018,6,35,8,3,11,10,8,12,1,9,15,9,6,5,9,6,3,8,FALSE,49,40,44,31,5.99,1.99,2.48,2.99
12/23/2018,Sunday,23,12,2018,3,26,8,1,4,4,3,7,2,1,9,4,6,6,6,8,9,4,FALSE,37,22,19,33,5.99,1.99,2.48,2.99
12/24/2018,Monday,24,12,2018,8,6,13,2,5,17,7,11,7,6,2,10,7,1,3,8,12,3,FALSE,27,32,42,27,5.99,1.99,2.48,2.99
12/25/2018,Tuesday,25,12,2018,9,9,18,3,20,16,12,15,5,11,1,8,10,12,4,19,5,5,TRUE,36,35,66,45,5.99,1.99,2.48,2.99
12/26/2018,Wednesday,26,12,2018,5,34,12,3,14,5,13,12,2,9,9,5,8,10,4,13,16,1,FALSE,51,33,47,44,5.99,1.99,2.48,2.99
12/27/2018,Thursday,27,12,2018,12,37,12,3,14,21,16,17,6,4,3,6,7,14,10,7,13,3,FALSE,61,26,71,47,5.99,1.99,2.48,2.99
12/28/2018,Friday,28,12,2018,6,29,6,4,6,7,6,22,6,6,9,11,9,10,7,16,6,5,FALSE,41,41,45,44,5.99,1.99,2.48,2.99
12/29/2018,Saturday,29,12,2018,7,33,15,6,17,11,12,16,2,4,9,5,9,3,10,9,1,2,FALSE,55,29,62,25,5.99,1.99,2.48,2.99
12/30/2018,Sunday,30,12,2018,3,5,10,4,4,11,4,10,4,1,6,4,4,10,6,9,10,4,FALSE,18,19,33,39,5.99,1.99,2.48,2.99
12/31/2018,Monday,31,12,2018,7,12,8,1,13,10,13,11,4,9,11,6,7,8,7,12,12,8,FALSE,27,37,48,47,5.99,1.99,2.48,2.99
1/1/2019,Tuesday,1,1,2019,6,21,8,1,27,22,13,14,1,7,13,12,8,6,6,14,1,7,TRUE,35,41,77,34,5.99,1.99,2.48,2.99
1/2/2019,Wednesday,2,1,2019,9,16,8,4,7,14,6,16,3,2,6,7,8,2,10,13,3,3,FALSE,33,26,47,31,5.99,1.99,2.48,2.99
1/3/2019,Thursday,3,1,2019,8,41,10,7,13,7,15,12,10,2,9,7,10,11,4,15,7,10,FALSE,59,38,54,47,5.99,1.99,2.48,2.99
1/4/2019,Friday,4,1,2019,6,16,17,2,18,7,10,11,8,8,11,7,9,5,5,16,1,4,FALSE,39,43,48,31,5.99,1.99,2.48,2.99
1/5/2019,Saturday,5,1,2019,8,7,6,1,12,16,10,15,6,4,3,5,7,12,8,10,15,6,FALSE,21,25,54,51,5.99,1.99,2.48,2.99
1/6/2019,Sunday,6,1,2019,6,25,4,3,18,13,8,13,1,1,4,3,4,10,3,8,8,3,FALSE,35,13,55,32,5.99,1.99,2.48,2.99
1/7/2019,Monday,7,1,2019,7,9,14,2,17,11,19,15,8,5,5,6,9,7,7,12,12,4,FALSE,30,33,64,42,5.99,1.99,2.48,2.99
1/8/2019,Tuesday,8,1,2019,9,33,5,4,7,9,11,10,9,2,7,9,10,12,4,6,2,2,FALSE,47,37,41,26,5.99,1.99,2.48,2.99
1/9/2019,Wednesday,9,1,2019,9,11,11,3,20,9,11,14,1,7,7,7,6,7,1,6,12,2,FALSE,31,28,57,28,5.99,1.99,2.48,2.99
1/10/2019,Thursday,10,1,2019,11,9,7,5,16,14,16,11,7,11,11,7,6,8,11,6,16,2,FALSE,27,42,62,43,5.99,1.99,2.48,2.99
1/11/2019,Friday,11,1,2019,11,41,17,3,16,20,15,22,9,1,1,7,6,13,4,16,8,2,FALSE,69,24,76,43,5.99,1.99,2.48,2.99
1/12/2019,Saturday,12,1,2019,7,22,8,3,9,16,14,19,2,2,7,7,8,6,3,6,14,8,FALSE,37,26,61,37,5.99,1.99,2.48,2.99
1/13/2019,Sunday,13,1,2019,4,18,6,3,4,8,11,9,6,4,3,4,6,10,2,7,10,3,FALSE,28,23,35,32,5.99,1.99,2.48,2.99
1/14/2019,Monday,14,1,2019,7,9,11,4,16,15,19,18,8,8,4,9,5,12,9,8,1,4,FALSE,27,34,72,34,5.99,1.99,2.48,2.99
1/15/2019,Tuesday,15,1,2019,5,20,5,2,9,18,6,11,6,7,10,5,8,7,8,8,13,3,FALSE,30,36,46,39,5.99,1.99,2.48,2.99
1/16/2019,Wednesday,16,1,2019,9,4,14,1,17,13,12,16,10,9,11,5,7,4,7,8,15,5,FALSE,27,42,59,39,5.99,1.99,2.48,2.99
1/17/2019,Thursday,17,1,2019,6,4,15,6,23,9,23,13,4,2,14,7,6,11,8,9,9,5,FALSE,25,33,74,42,5.99,1.99,2.48,2.99
1/18/2019,Friday,18,1,2019,6,35,13,5,17,15,8,15,2,10,16,11,7,1,5,8,5,8,FALSE,54,46,60,27,5.99,1.99,2.48,2.99
1/19/2019,Saturday,19,1,2019,7,29,11,5,12,7,10,15,2,4,1,9,8,5,3,11,10,7,FALSE,47,24,49,36,5.99,1.99,2.48,2.99
1/20/2019,Sunday,20,1,2019,7,25,4,4,7,4,4,8,4,2,3,4,5,5,3,4,10,4,FALSE,36,18,27,26,5.99,1.99,2.48,2.99
1/21/2019,Monday,21,1,2019,9,31,6,6,6,7,13,11,7,7,10,8,5,11,6,9,6,7,FALSE,46,37,43,39,5.99,1.99,2.48,2.99
1/22/2019,Tuesday,22,1,2019,8,29,7,2,15,5,9,11,6,5,11,7,7,6,4,6,13,7,FALSE,44,36,42,36,5.99,1.99,2.48,2.99
1/23/2019,Wednesday,23,1,2019,5,12,8,2,6,5,6,12,3,5,7,8,6,5,4,13,8,8,FALSE,25,29,31,38,5.99,1.99,2.48,2.99
1/24/2019,Thursday,24,1,2019,6,19,9,1,24,13,7,17,6,2,5,10,6,2,3,7,11,1,FALSE,34,29,62,24,5.99,1.99,2.48,2.99
1/25/2019,Friday,25,1,2019,7,25,13,4,8,21,13,21,10,7,1,8,12,11,8,13,7,4,FALSE,45,38,67,43,5.99,1.99,2.48,2.99
1/26/2019,Saturday,26,1,2019,7,27,12,5,13,18,7,14,6,7,10,9,5,12,6,8,12,3,FALSE,46,37,57,41,5.99,1.99,2.48,2.99
1/27/2019,Sunday,27,1,2019,4,3,4,3,17,7,13,14,1,3,1,3,6,3,2,7,8,3,FALSE,11,14,54,23,5.99,1.99,2.48,2.99
1/28/2019,Monday,28,1,2019,5,27,8,3,13,7,16,19,7,5,1,9,9,10,5,6,13,7,FALSE,40,31,58,41,5.99,1.99,2.48,2.99
1/29/2019,Tuesday,29,1,2019,6,10,8,6,11,11,18,14,9,7,11,6,5,11,7,6,14,6,FALSE,24,38,60,44,5.99,1.99,2.48,2.99
1/30/2019,Wednesday,30,1,2019,7,5,6,6,5,18,18,14,4,7,10,9,7,3,5,11,9,4,FALSE,18,37,61,32,5.99,1.99,2.48,2.99
1/31/2019,Thursday,31,1,2019,8,41,12,6,20,7,10,22,1,7,6,6,7,16,5,9,5,8,FALSE,61,27,65,43,5.99,1.99,2.48,2.99
2/1/2019,Friday,1,2,2019,7,22,10,6,11,9,21,20,2,6,8,9,11,3,10,8,7,8,FALSE,39,36,67,36,5.99,1.99,2.48,2.99
2/2/2019,Saturday,2,2,2019,7,12,10,3,20,5,10,12,4,3,9,7,7,14,3,11,8,4,FALSE,29,30,50,40,5.99,1.99,2.48,2.99
2/3/2019,Sunday,3,2,2019,3,10,4,2,6,8,6,8,5,5,6,6,4,2,1,8,6,6,FALSE,17,26,30,23,5.99,1.99,2.48,2.99
2/4/2019,Monday,4,2,2019,8,33,8,1,22,6,8,11,2,9,2,6,8,4,9,11,3,5,FALSE,49,27,48,32,5.99,1.99,2.48,2.99
2/5/2019,Tuesday,5,2,2019,9,29,10,4,6,19,14,17,6,3,9,6,8,2,8,7,2,3,FALSE,48,32,60,22,5.99,1.99,2.48,2.99
2/6/2019,Wednesday,6,2,2019,7,22,9,4,16,12,11,15,2,5,4,5,7,12,8,7,6,2,FALSE,38,23,58,35,5.99,1.99,2.48,2.99
2/7/2019,Thursday,7,2,2019,6,21,8,5,6,18,10,23,8,2,15,9,9,5,3,13,4,1,FALSE,35,43,62,26,5.99,1.99,2.48,2.99
2/8/2019,Friday,8,2,2019,6,32,14,7,20,17,7,16,2,5,12,10,7,5,1,8,1,5,FALSE,52,36,67,20,5.99,1.99,2.48,2.99
2/9/2019,Saturday,9,2,2019,9,7,11,6,16,10,10,21,3,4,11,5,7,6,1,7,7,2,FALSE,27,30,63,23,5.99,1.99,2.48,2.99
2/10/2019,Sunday,10,2,2019,6,18,4,2,11,4,8,8,6,6,4,4,5,8,2,8,6,2,FALSE,28,25,33,26,5.99,1.99,2.48,2.99
2/11/2019,Monday,11,2,2019,6,26,10,1,22,6,12,11,4,3,13,9,9,5,4,7,14,1,FALSE,42,38,52,31,5.99,1.99,2.48,2.99
2/12/2019,Tuesday,12,2,2019,7,10,8,2,20,13,19,12,5,5,11,8,8,7,2,9,9,6,FALSE,25,37,66,33,5.99,1.99,2.48,2.99
2/13/2019,Wednesday,13,2,2019,7,19,9,1,26,13,18,16,9,5,5,8,5,10,8,11,2,4,FALSE,35,32,74,35,5.99,1.99,2.48,2.99
2/14/2019,Thursday,14,2,2019,9,13,11,7,17,15,14,15,8,2,5,9,12,8,4,8,11,6,FALSE,33,36,68,37,5.99,1.99,2.48,2.99
2/15/2019,Friday,15,2,2019,7,16,13,4,21,21,15,16,10,10,14,8,10,3,4,14,9,10,FALSE,36,52,77,40,5.99,1.99,2.48,2.99
2/16/2019,Saturday,16,2,2019,6,8,9,1,14,18,15,19,3,4,6,5,8,10,6,6,5,4,FALSE,23,26,67,31,5.99,1.99,2.48,2.99
2/17/2019,Sunday,17,2,2019,4,3,5,2,11,12,11,7,3,6,1,6,4,5,4,5,4,4,FALSE,12,20,43,22,5.99,1.99,2.48,2.99
2/18/2019,Monday,18,2,2019,6,33,13,5,12,14,18,12,7,9,2,5,6,7,2,8,13,3,FALSE,52,29,61,33,5.99,1.99,2.48,2.99
2/19/2019,Tuesday,19,2,2019,7,25,9,5,26,8,16,15,4,2,4,6,8,2,6,12,9,8,FALSE,41,24,70,37,5.99,1.99,2.48,2.99
2/20/2019,Wednesday,20,2,2019,7,11,12,2,12,8,7,16,2,8,4,6,8,12,4,5,8,3,FALSE,30,28,45,32,5.99,1.99,2.48,2.99
2/21/2019,Thursday,21,2,2019,7,1,10,7,15,25,18,16,7,11,10,8,9,11,6,14,7,9,FALSE,18,45,81,47,5.99,1.99,2.48,2.99
2/22/2019,Friday,22,2,2019,10,41,11,7,13,20,23,11,11,2,11,10,7,3,8,12,16,9,FALSE,62,41,74,48,5.99,1.99,2.48,2.99
2/23/2019,Saturday,23,2,2019,5,25,13,2,19,6,11,17,2,6,12,7,9,3,7,8,4,3,FALSE,43,36,55,25,5.99,1.99,2.48,2.99
2/24/2019,Sunday,24,2,2019,3,23,4,3,5,13,8,13,1,6,3,5,6,8,4,7,9,2,FALSE,30,21,42,30,5.99,1.99,2.48,2.99
2/25/2019,Monday,25,2,2019,8,27,10,3,16,13,5,10,8,4,6,4,8,13,6,10,1,9,FALSE,45,30,47,39,5.99,1.99,2.48,2.99
2/26/2019,Tuesday,26,2,2019,6,5,5,4,12,5,12,10,1,2,4,7,10,6,6,12,6,3,FALSE,16,24,43,33,5.99,1.99,2.48,2.99
2/27/2019,Wednesday,27,2,2019,6,20,14,4,16,13,18,10,1,8,4,6,6,4,4,8,3,2,FALSE,40,25,61,21,5.99,1.99,2.48,2.99
2/28/2019,Thursday,28,2,2019,6,13,11,3,21,19,9,21,4,11,14,10,11,5,4,15,7,6,FALSE,30,50,73,37,5.99,1.99,2.48,2.99
3/1/2019,Friday,1,3,2019,11,41,14,4,8,10,11,19,6,8,13,10,9,1,1,6,7,8,FALSE,66,46,52,23,5.99,1.99,2.48,2.99
3/2/2019,Saturday,2,3,2019,9,38,9,2,17,13,18,20,9,4,12,9,7,6,3,9,14,8,FALSE,56,41,70,40,5.99,1.99,2.48,2.99
3/3/2019,Sunday,3,3,2019,6,19,8,1,14,10,7,9,1,1,6,5,4,6,2,6,3,1,FALSE,33,17,41,18,5.99,1.99,2.48,2.99
3/4/2019,Monday,4,3,2019,6,35,10,4,6,15,7,17,1,4,14,9,7,8,9,7,2,2,FALSE,51,35,49,28,5.99,1.99,2.48,2.99
3/5/2019,Tuesday,5,3,2019,5,16,12,3,24,11,8,18,1,3,4,10,8,8,3,8,9,7,FALSE,33,26,64,35,5.99,1.99,2.48,2.99
3/6/2019,Wednesday,6,3,2019,6,33,14,4,18,6,14,12,7,8,14,8,6,5,8,10,2,9,FALSE,53,43,54,34,5.99,1.99,2.48,2.99
3/7/2019,Thursday,7,3,2019,6,25,15,1,29,19,10,13,2,6,7,10,11,12,10,16,3,4,FALSE,46,36,72,45,5.99,1.99,2.48,2.99
3/8/2019,Friday,8,3,2019,9,6,8,7,10,19,6,11,12,4,17,7,10,7,4,7,12,10,FALSE,23,50,53,40,5.99,1.99,2.48,2.99
3/9/2019,Saturday,9,3,2019,8,6,11,1,7,14,6,11,9,2,13,5,6,5,6,12,1,3,FALSE,25,35,39,27,5.99,1.99,2.48,2.99
3/10/2019,Sunday,10,3,2019,6,28,8,4,6,8,5,12,1,1,6,4,6,3,5,7,5,3,FALSE,42,18,35,23,5.99,1.99,2.48,2.99
3/11/2019,Monday,11,3,2019,6,22,14,3,7,5,5,13,3,5,3,9,8,12,8,5,1,2,FALSE,42,28,33,28,5.99,1.99,2.48,2.99
3/12/2019,Tuesday,12,3,2019,8,20,10,3,19,18,18,15,2,9,7,6,9,4,10,6,10,9,FALSE,38,33,73,39,5.99,1.99,2.48,2.99
3/13/2019,Wednesday,13,3,2019,7,14,11,1,25,5,11,14,6,8,7,6,10,4,8,11,8,5,FALSE,32,37,56,36,5.99,1.99,2.48,2.99
3/14/2019,Thursday,14,3,2019,10,11,8,5,7,9,6,20,9,6,1,8,11,5,9,9,14,6,FALSE,29,35,47,43,5.99,1.99,2.48,2.99
3/15/2019,Friday,15,3,2019,8,18,16,6,18,13,13,20,7,3,13,7,8,17,9,7,13,5,FALSE,42,38,70,51,5.99,1.99,2.48,2.99
3/16/2019,Saturday,16,3,2019,6,33,14,4,8,14,8,14,3,4,2,8,7,6,3,5,1,5,FALSE,53,24,48,20,5.99,1.99,2.48,2.99
3/17/2019,Sunday,17,3,2019,5,20,9,3,14,6,9,9,2,5,4,6,6,4,4,7,3,1,FALSE,34,23,41,19,5.99,1.99,2.48,2.99
3/18/2019,Monday,18,3,2019,7,3,5,2,18,5,11,17,2,6,8,7,9,5,4,7,7,6,FALSE,15,32,53,29,5.99,1.99,2.48,2.99
3/19/2019,Tuesday,19,3,2019,5,33,6,3,15,16,10,16,2,7,6,5,6,11,2,10,3,4,FALSE,44,26,60,30,5.99,1.99,2.48,2.99
3/20/2019,Wednesday,20,3,2019,7,6,7,1,7,12,11,15,5,5,13,8,5,10,8,13,9,4,FALSE,20,36,46,44,5.99,1.99,2.48,2.99
3/21/2019,Thursday,21,3,2019,9,35,8,2,10,18,14,18,9,2,17,9,8,17,3,14,9,6,FALSE,52,45,62,49,5.99,1.99,2.48,2.99
3/22/2019,Friday,22,3,2019,10,10,6,5,12,7,18,22,7,9,16,11,9,13,1,12,15,1,FALSE,26,52,64,42,5.99,1.99,2.48,2.99
3/23/2019,Saturday,23,3,2019,5,35,11,5,21,12,10,17,9,2,12,8,9,9,5,10,3,4,FALSE,51,40,65,31,5.99,1.99,2.48,2.99
3/24/2019,Sunday,24,3,2019,5,13,5,4,8,9,4,10,3,5,5,5,4,5,6,7,4,2,FALSE,23,22,35,24,5.99,1.99,2.48,2.99
3/25/2019,Monday,25,3,2019,7,11,15,3,17,7,10,15,4,8,3,6,6,10,5,10,7,5,FALSE,33,27,52,37,5.99,1.99,2.48,2.99
3/26/2019,Tuesday,26,3,2019,7,14,6,5,25,17,5,19,9,3,6,8,9,6,2,9,12,5,FALSE,27,35,71,34,5.99,1.99,2.48,2.99
3/27/2019,Wednesday,27,3,2019,9,12,14,4,14,12,17,9,4,4,9,5,7,11,4,13,14,8,FALSE,35,29,56,50,5.99,1.99,2.48,2.99
3/28/2019,Thursday,28,3,2019,7,39,11,5,6,17,20,15,1,9,4,11,7,11,9,9,5,1,FALSE,57,32,63,35,5.99,1.99,2.48,2.99
3/29/2019,Friday,29,3,2019,11,35,12,1,11,10,9,11,6,6,16,11,8,6,9,12,6,4,FALSE,58,47,42,37,5.99,1.99,2.48,2.99
3/30/2019,Saturday,30,3,2019,6,6,12,2,17,6,18,17,5,9,14,5,7,10,5,12,3,5,FALSE,24,40,60,35,5.99,1.99,2.48,2.99
3/31/2019,Sunday,31,3,2019,5,12,6,2,13,3,9,9,3,5,9,6,6,3,3,4,6,2,FALSE,23,29,36,18,5.99,1.99,2.48,2.99
4/1/2019,Monday,1,4,2019,7,4,6,1,13,8,10,11,2,1,12,6,8,15,5,8,10,6,FALSE,17,29,43,44,5.99,1.99,2.48,2.99
4/2/2019,Tuesday,2,4,2019,8,37,9,5,23,17,19,12,7,1,6,7,8,6,7,8,9,3,FALSE,54,29,76,33,5.99,1.99,2.48,2.99
4/3/2019,Wednesday,3,4,2019,8,24,7,2,19,19,9,12,5,4,7,6,5,4,5,14,7,6,FALSE,39,27,61,36,5.99,1.99,2.48,2.99
4/4/2019,Thursday,4,4,2019,7,15,7,4,13,18,21,17,2,10,6,7,11,10,9,6,12,9,FALSE,29,36,73,46,5.99,1.99,2.48,2.99
4/5/2019,Friday,5,4,2019,9,14,5,6,20,10,16,21,10,5,11,8,10,8,9,10,2,5,FALSE,28,44,73,34,5.99,1.99,2.48,2.99
4/6/2019,Saturday,6,4,2019,6,35,13,3,11,5,15,18,6,5,12,5,9,5,8,5,7,8,FALSE,54,37,52,33,5.99,1.99,2.48,2.99
4/7/2019,Sunday,7,4,2019,7,18,4,2,15,10,8,12,2,1,5,6,3,7,6,5,5,5,FALSE,29,17,47,28,5.99,1.99,2.48,2.99
4/8/2019,Monday,8,4,2019,9,16,11,6,9,12,13,17,9,2,8,5,9,6,9,8,12,4,FALSE,36,33,57,39,5.99,1.99,2.48,2.99
4/9/2019,Tuesday,9,4,2019,5,19,12,6,13,12,5,16,4,4,6,5,8,10,8,5,5,3,FALSE,36,27,52,31,5.99,1.99,2.48,2.99
4/10/2019,Wednesday,10,4,2019,9,24,7,2,18,17,18,14,3,4,7,6,7,7,6,9,9,5,FALSE,40,27,69,36,5.99,1.99,2.48,2.99
4/11/2019,Thursday,11,4,2019,6,41,15,7,14,15,20,22,8,7,3,9,6,2,9,12,16,7,FALSE,62,33,78,46,5.99,1.99,2.48,2.99
4/12/2019,Friday,12,4,2019,10,22,15,6,21,9,11,24,10,7,15,6,10,11,9,6,15,8,FALSE,47,48,71,49,5.99,1.99,2.48,2.99
4/13/2019,Saturday,13,4,2019,6,27,6,6,16,10,16,16,6,8,7,8,9,7,5,14,11,1,FALSE,39,38,64,38,5.99,1.99,2.48,2.99
4/14/2019,Sunday,14,4,2019,4,4,8,1,10,10,6,11,1,6,5,4,5,6,1,10,2,7,FALSE,16,21,38,26,5.99,1.99,2.48,2.99
4/15/2019,Monday,15,4,2019,6,4,14,1,26,18,13,10,1,1,4,5,9,16,7,8,4,2,FALSE,24,20,68,37,5.99,1.99,2.48,2.99
4/16/2019,Tuesday,16,4,2019,6,30,8,1,25,11,5,15,5,1,9,7,7,5,3,8,1,9,FALSE,44,29,57,26,5.99,1.99,2.48,2.99
4/17/2019,Wednesday,17,4,2019,8,36,8,3,17,12,11,15,8,6,15,8,6,3,9,5,6,9,FALSE,52,43,58,32,5.99,1.99,2.48,2.99
4/18/2019,Thursday,18,4,2019,8,19,17,5,26,11,13,17,4,5,17,6,6,3,7,7,5,3,FALSE,44,38,72,25,5.99,1.99,2.48,2.99
4/19/2019,Friday,19,4,2019,6,21,11,2,21,15,20,15,10,5,5,6,9,2,5,18,1,8,FALSE,38,35,73,34,5.99,1.99,2.48,2.99
4/20/2019,Saturday,20,4,2019,6,2,8,1,13,10,13,9,3,1,13,5,7,3,2,9,2,3,FALSE,16,29,46,19,5.99,1.99,2.48,2.99
4/21/2019,Sunday,21,4,2019,3,25,8,1,10,10,4,13,3,7,2,5,4,1,5,4,2,5,FALSE,36,21,38,17,5.99,1.99,2.48,2.99
4/22/2019,Monday,22,4,2019,5,8,8,6,7,14,20,18,7,3,10,7,6,1,1,8,9,8,FALSE,21,33,65,27,5.99,1.99,2.48,2.99
4/23/2019,Tuesday,23,4,2019,6,13,14,3,7,15,7,16,3,5,7,5,9,7,7,14,12,3,FALSE,33,29,48,43,5.99,1.99,2.48,2.99
4/24/2019,Wednesday,24,4,2019,9,8,10,2,10,8,8,12,4,1,5,9,5,10,7,9,8,5,FALSE,27,24,40,39,5.99,1.99,2.48,2.99
4/25/2019,Thursday,25,4,2019,6,35,7,1,25,20,6,14,9,9,4,11,9,16,3,6,8,8,FALSE,48,42,66,41,5.99,1.99,2.48,2.99
4/26/2019,Friday,26,4,2019,7,38,11,1,27,6,25,17,5,3,7,7,7,14,5,11,14,1,FALSE,56,29,76,45,5.99,1.99,2.48,2.99
4/27/2019,Saturday,27,4,2019,8,35,10,3,10,5,10,16,9,1,12,7,7,8,4,7,10,3,FALSE,53,36,44,32,5.99,1.99,2.48,2.99
4/28/2019,Sunday,28,4,2019,4,19,6,2,17,13,13,11,3,4,4,5,5,4,3,3,8,1,FALSE,29,21,56,19,5.99,1.99,2.48,2.99
4/29/2019,Monday,29,4,2019,5,1,6,5,22,15,14,12,4,1,6,8,6,7,9,7,14,2,FALSE,12,25,68,39,5.99,1.99,2.48,2.99
4/30/2019,Tuesday,30,4,2019,7,37,12,3,20,9,7,18,5,3,2,6,9,1,6,10,4,7,FALSE,56,25,57,28,5.99,1.99,2.48,2.99
5/1/2019,Wednesday,1,5,2019,9,19,8,4,7,18,7,15,1,5,13,8,7,16,9,14,1,7,FALSE,36,34,51,47,5.99,1.99,2.48,2.99
5/2/2019,Thursday,2,5,2019,9,25,15,4,28,21,8,11,8,5,13,7,7,1,5,10,11,4,FALSE,49,40,72,31,5.99,1.99,2.48,2.99
5/3/2019,Friday,3,5,2019,7,29,14,1,23,8,15,18,10,8,11,9,8,11,8,6,5,7,FALSE,50,46,65,37,5.99,1.99,2.48,2.99
5/4/2019,Saturday,4,5,2019,7,23,11,6,24,9,13,17,9,7,11,8,9,5,9,6,3,6,FALSE,41,44,69,29,5.99,1.99,2.48,2.99
5/5/2019,Sunday,5,5,2019,5,25,11,3,5,8,12,18,1,3,6,5,5,6,3,8,8,2,TRUE,41,20,46,27,5.99,1.99,2.48,2.99
5/6/2019,Monday,6,5,2019,9,24,5,4,22,5,15,13,6,8,14,7,5,6,3,13,10,9,FALSE,38,40,59,41,5.99,1.99,2.48,2.99
5/7/2019,Tuesday,7,5,2019,6,9,13,4,15,18,19,19,3,8,7,7,5,4,6,8,4,8,FALSE,28,30,75,30,5.99,1.99,2.48,2.99
5/8/2019,Wednesday,8,5,2019,8,40,10,5,13,11,6,10,4,2,9,5,5,1,8,9,4,2,FALSE,58,25,45,24,5.99,1.99,2.48,2.99
5/9/2019,Thursday,9,5,2019,7,12,12,7,12,11,16,21,10,9,15,10,10,5,1,6,16,5,FALSE,31,54,67,33,5.99,1.99,2.48,2.99
5/10/2019,Friday,10,5,2019,9,41,11,7,20,11,23,16,5,1,5,6,7,12,5,11,11,11,FALSE,61,24,77,50,5.99,1.99,2.48,2.99
5/11/2019,Saturday,11,5,2019,7,38,9,3,11,13,14,11,8,2,11,8,7,9,8,12,13,4,FALSE,54,36,52,46,5.99,1.99,2.48,2.99
5/12/2019,Sunday,12,5,2019,6,19,10,4,15,9,3,7,3,6,4,6,4,6,4,9,8,5,FALSE,35,23,38,32,5.99,1.99,2.48,2.99
5/13/2019,Monday,13,5,2019,9,29,10,6,17,17,17,11,10,1,4,9,7,13,2,14,11,5,FALSE,48,31,68,45,5.99,1.99,2.48,2.99
5/14/2019,Tuesday,14,5,2019,6,21,13,6,12,5,14,16,6,2,4,10,7,11,8,7,12,6,FALSE,40,29,53,44,5.99,1.99,2.48,2.99
5/15/2019,Wednesday,15,5,2019,6,24,10,2,23,7,10,18,1,1,6,6,6,10,1,8,13,1,FALSE,40,20,60,33,5.99,1.99,2.48,2.99
5/16/2019,Thursday,16,5,2019,8,2,6,6,21,18,21,12,2,6,10,12,11,16,1,14,2,5,FALSE,16,41,78,38,5.99,1.99,2.48,2.99
5/17/2019,Friday,17,5,2019,8,9,8,7,11,12,22,21,9,8,14,11,8,1,9,14,17,6,FALSE,25,50,73,47,5.99,1.99,2.48,2.99
5/18/2019,Saturday,18,5,2019,5,28,6,2,14,5,13,11,7,6,13,8,7,2,3,5,12,6,FALSE,39,41,45,28,5.99,1.99,2.48,2.99
5/19/2019,Sunday,19,5,2019,6,14,7,1,8,3,6,9,2,4,5,4,6,5,6,7,3,4,FALSE,27,21,27,25,5.99,1.99,2.48,2.99
5/20/2019,Monday,20,5,2019,9,38,12,6,6,9,6,17,1,6,2,9,9,2,8,12,4,5,FALSE,59,27,44,31,5.99,1.99,2.48,2.99
5/21/2019,Tuesday,21,5,2019,6,28,7,3,19,13,5,17,8,7,14,9,7,10,8,9,9,3,FALSE,41,45,57,39,5.99,1.99,2.48,2.99
5/22/2019,Wednesday,22,5,2019,5,31,15,2,17,10,18,17,7,5,6,8,10,13,1,11,13,2,FALSE,51,36,64,40,5.99,1.99,2.48,2.99
5/23/2019,Thursday,23,5,2019,6,4,14,2,14,17,15,15,10,8,16,9,7,16,1,15,6,8,FALSE,24,50,63,46,5.99,1.99,2.48,2.99
5/24/2019,Friday,24,5,2019,7,14,14,5,24,7,9,14,1,4,5,11,8,12,7,14,10,1,FALSE,35,29,59,44,5.99,1.99,2.48,2.99
5/25/2019,Saturday,25,5,2019,8,10,9,3,11,15,5,18,3,9,6,6,7,9,1,12,12,5,FALSE,27,31,52,39,5.99,1.99,2.48,2.99
5/26/2019,Sunday,26,5,2019,4,25,7,2,13,9,13,8,1,2,9,4,3,2,6,10,6,3,FALSE,36,19,45,27,5.99,1.99,2.48,2.99
5/27/2019,Monday,27,5,2019,5,9,10,2,18,11,12,16,1,6,8,5,7,3,6,7,14,7,FALSE,24,27,59,37,5.99,1.99,2.48,2.99
5/28/2019,Tuesday,28,5,2019,8,29,9,5,15,8,16,11,5,3,9,7,5,6,5,5,2,2,FALSE,46,29,55,20,5.99,1.99,2.48,2.99
5/29/2019,Wednesday,29,5,2019,9,36,13,5,5,9,5,12,3,1,3,5,9,3,6,6,14,8,FALSE,58,21,36,37,5.99,1.99,2.48,2.99
5/30/2019,Thursday,30,5,2019,6,1,14,7,6,23,15,13,10,1,11,10,10,11,5,11,11,10,FALSE,21,42,64,48,5.99,1.99,2.48,2.99
5/31/2019,Friday,31,5,2019,9,37,14,6,19,19,6,18,7,3,8,9,7,12,1,17,4,1,FALSE,60,34,68,35,5.99,1.99,2.48,2.99
